Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Dynamic Integration of Mould Industry Analytics and Design Forecasting,0,JoÃ£o M. F. CaladoA. Luis OsÃ³rio,Collaboration in a Data-Rich World,2017,,,,,,,,10.1007/978-3-319-65151-4_57,http://link.springer.com/chapter/10.1007/978-3-319-65151-4_57,
A Survey on the Moving Target Defense Strategies: An Architectural Perspective,0,Jianjun ZhengAkbar Siami Namin,Journal of Computer Science and Technology,2019,,,,,,,,10.1007/s11390-019-1906-z,http://link.springer.com/article/10.1007/s11390-019-1906-z,
cMoflon: Model-Driven Generation of Embedded C Code for Wireless Sensor Networks,0,Roland KlugeMichael SteinDavid GiessingAndy SchÃ¼rrMax MÃ¼hlhÃ¤user,Modelling Foundations and Applications,2017,,,,,,,,10.1007/978-3-319-61482-3_7,http://link.springer.com/chapter/10.1007/978-3-319-61482-3_7,
Analysis and Improvement of Release Readiness â€“ A Genetic Optimization Approach,0,S. M. Didar-Al-AlamS. M. ShahnewazDietmar PfahlGuenther Ruhe,Product-Focused Software Process Improvement,2014,,,,,,,,10.1007/978-3-319-13835-0_12,http://link.springer.com/chapter/10.1007/978-3-319-13835-0_12,
Scientific Collaboration,0,Muhammad Ovais AhmadPÃ¤ivi Raulamo-Jurvanen,Citation and Topic Analysis of International Conference on Agile Software Development Papers,2020,,,,,,,,10.1007/978-3-030-37534-8_6,http://link.springer.com/chapter/10.1007/978-3-030-37534-8_6,
Virtualization Techniques: Challenges and Opportunities,0,Lyes BoualiEmad Abd-ElrahmanHossam AfifiSamia BouzefraneMehammed Daoui,"Mobile, Secure, and Programmable Networking",2016,,,,,,,,10.1007/978-3-319-50463-6_5,http://link.springer.com/chapter/10.1007/978-3-319-50463-6_5,
A New Functional-Logic Compiler for Curry: Sprite,0,Sergio AntoyAndy Jost,Logic-Based Program Synthesis and Transformation,2017,,,,,,,,10.1007/978-3-319-63139-4_6,http://link.springer.com/chapter/10.1007/978-3-319-63139-4_6,
Agile Software Development Practices and Success in Outsourced Projects: The Moderating Role of Requirements Risk,0,Oliver Krancher,Agile Processes in Software Engineering and Extreme Programming,2020,,,,,,,,10.1007/978-3-030-49392-9_4,http://link.springer.com/chapter/10.1007/978-3-030-49392-9_4,
An Open Source Environment for an Agile Development Model,1,Paolo CiancariniMarcello MissiroliFrancesco PoggiDaniel Russo,Open Source Systems,2020,149,162,14,,"Tools are of paramount importance in automating software engineering tasks; although the Agile Manifesto prefers “individuals and their interactions over processes and tools”, some agile development activities make no exception and can be automated effectively and successfully. In process frameworks like Scrum or similar ones some activities are in fact quite structured and need specific tool support. Hence, it is interesting to study the combination of specific agile practices with OSS tools.",1,,10.1007/978-3-030-47240-5_15,http://link.springer.com/chapter/10.1007/978-3-030-47240-5_15,
Flipping a Course on Computer Architecture,0,Hussein Suleman,ICT Education,2016,,,,,,,,10.1007/978-3-319-47680-3_8,http://link.springer.com/chapter/10.1007/978-3-319-47680-3_8,
A Comparative Review on the Agile Tenets in the IT Service Management and the Software Engineering Domains,0,Manuel MoraFen WangJorge Marx GÃ³mezOswaldo DÃ­az,Trends and Applications in Software Engineering,2020,,,,,,,,10.1007/978-3-030-33547-2_9,http://link.springer.com/chapter/10.1007/978-3-030-33547-2_9,
Integrating Grid Environment with Private Cloud and Storage Cluster and Provision for Dynamic Clustering and VO,0,Kailash SelvarajSaswati Mukherjee,Advances in Parallel Distributed Computing,2011,,,,,,,,10.1007/978-3-642-24037-9_46,http://link.springer.com/chapter/10.1007/978-3-642-24037-9_46,
PS2Way: An Efficient Pairwise Search Approach for Test Data Generation,0,Sabira KhatunKhandakar Fazley RabbiChe Yahaya YaakubM. F. J. KlaibMohammad Masroor Ahmed,Software Engineering and Computer Systems,2011,,,,,,,,10.1007/978-3-642-22203-0_9,http://link.springer.com/chapter/10.1007/978-3-642-22203-0_9,
Modeling Support for Strategic API Planning and Analysis,0,Jennifer HorkoffJuho LindmanImed HammoudaEric KnaussJamel DebbicheMartina FreiholtzPatrik LiaoStephen MensahAksel StrÃ¶mberg,Software Business,2018,,,,,,,,10.1007/978-3-030-04840-2_2,http://link.springer.com/chapter/10.1007/978-3-030-04840-2_2,
Prototype-Centric Explorative Interaction Design Approach in the Case of Office Energy Coaches Projects,0,Tomasz JaskiewiczAadjan van der HelmWei Liu,"Design, User Experience, and Usability: Theory, Methodology, and Management",2017,,,,,,,,10.1007/978-3-319-58634-2_44,http://link.springer.com/chapter/10.1007/978-3-319-58634-2_44,
Toward a Version Control System for Aspect Oriented Software,0,Hanene CheraitNora Bounour,Model and Data Engineering,2011,,,,,,,,10.1007/978-3-642-24443-8_13,http://link.springer.com/chapter/10.1007/978-3-642-24443-8_13,
Onboarding: How Newcomers Integrate into an Agile Project Team,0,Peggy GregoryDiane E. StrodeRaid AlQaisiHelen SharpLeonor Barroca,Agile Processes in Software Engineering and Extreme Programming,2020,,,,,,,,10.1007/978-3-030-49392-9_2,http://link.springer.com/chapter/10.1007/978-3-030-49392-9_2,
Towards a Systemic Maturity Model for Public Software Ecosystems,0,Angela M. AlvesMarcelo PessoaClÃªnio F. Salviano,Software Process Improvement and Capability Determination,2011,,,,,,,,10.1007/978-3-642-21233-8_13,http://link.springer.com/chapter/10.1007/978-3-642-21233-8_13,
Behaviour-Driven Formal Model Development,0,Colin SnookThai Son HoangDana DghyamMichael ButlerTomas FischerRupert SchlickKeming Wang,Formal Methods and Software Engineering,2018,,,,,,,,10.1007/978-3-030-02450-5_2,http://link.springer.com/chapter/10.1007/978-3-030-02450-5_2,
Measuring Test Case Similarity to Support Test Suite Understanding,0,Michaela GreilerArie van DeursenAndy Zaidman,"Objects, Models, Components, Patterns",2012,,,,,,,,10.1007/978-3-642-30561-0_8,http://link.springer.com/chapter/10.1007/978-3-642-30561-0_8,
From Pair Programming to Mob Programming to Mob Architecting,0,Carola Lilienthal,Software Quality. Complexity and Challenges of Software Engineering in Emerging Technologies,2017,,,,,,,,10.1007/978-3-319-49421-0_1,http://link.springer.com/chapter/10.1007/978-3-319-49421-0_1,
Test-Driving FinTech Product Development: An Experience Report,0,Anders SundelinJavier Gonzalez-HuertaKrzysztof Wnuk,Product-Focused Software Process Improvement,2018,,,,,,,,10.1007/978-3-030-03673-7_16,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_16,
Using Functional Defect Analysis as an Input for Software Process Improvement: Initial Results,0,Tanja ToroiAnu RaninenHannu Vainio,"Systems, Software and Services Process Improvement",2012,,,,,,,,10.1007/978-3-642-31199-4_16,http://link.springer.com/chapter/10.1007/978-3-642-31199-4_16,
TDDM4IoTS: A Test-Driven Development Methodology for Internet of Things (IoT)-Based Systems,0,Gleiston Guerrero-UlloaMiguel J. HornosCarlos RodrÃ­guez-DomÃ­nguez,Applied Technologies,2020,,,,,,,,10.1007/978-3-030-42517-3_4,http://link.springer.com/chapter/10.1007/978-3-030-42517-3_4,
Design and Implementation of a Security System for Mobile Terminalsâ€™ Digital Content,0,Honglei LiuHaihong EDanzhi Wang,Proceedings of the 2012 International Conference on Information Technology and Software Engineering,2013,,,,,,,,10.1007/978-3-642-34528-9_65,http://link.springer.com/chapter/10.1007/978-3-642-34528-9_65,
The Dynamic Honeypot Design and Implementation Based on Honeyd,0,Xuewu LiuLingyi PengChaoliang Li,"Advances in Computer Science, Environment, Ecoinformatics, and Education",2011,,,,,,,,10.1007/978-3-642-23321-0_14,http://link.springer.com/chapter/10.1007/978-3-642-23321-0_14,
A Research of Agricultural Informationalization Evaluation and Decision Support System,0,Lifeng ShenXiaoqing YuanDaoliang Li,Computer and Computing Technologies in Agriculture V,2012,,,,,,,,10.1007/978-3-642-27281-3_58,http://link.springer.com/chapter/10.1007/978-3-642-27281-3_58,
Vattenwebb: A Transparent Service to Support Decision Makers in Achieving Improved Water Status,0,Lena StrÃ¶mbÃ¤ckNiclas HjerdtLena Eriksson BramPer Lewau,Environmental Software Systems. Fostering Information Sharing,2013,,,,,,,,10.1007/978-3-642-41151-9_63,http://link.springer.com/chapter/10.1007/978-3-642-41151-9_63,
Rehasport: The Challenge of Small Margin Healthcare Accounting,0,Markus DoedtThomas GÃ¶keJan PardoMaik Merten,"Leveraging Applications of Formal Methods, Verification, and Validation",2016,,,,,,,,10.1007/978-3-319-51641-7_1,http://link.springer.com/chapter/10.1007/978-3-319-51641-7_1,
A Conceptual Foundation of Requirements Engineering for Business Information Systems,0,Sebastian AdamNorman RiegelAnne GrossOezguer UenalanSimon Darting,"Enterprise, Business-Process and Information Systems Modeling",2012,,,,,,,,10.1007/978-3-642-31072-0_7,http://link.springer.com/chapter/10.1007/978-3-642-31072-0_7,
Emperorâ€™s New Clothes: Transparency Through Metrication in Customer-Supplier Relationships,0,Christian R. PrauseAlfred HÃ¶nle,Product-Focused Software Process Improvement,2018,,,,,,,,10.1007/978-3-030-03673-7_21,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_21,
A Quantitative Approach for the Assessment of Microservice Architecture Deployment Alternatives by Automated Performance Testing,0,Alberto AvritzerVincenzo FermeAndrea JanesBarbara RussoHenning SchulzAndrÃ© van Hoorn,Software Architecture,2018,,,,,,,,10.1007/978-3-030-00761-4_11,http://link.springer.com/chapter/10.1007/978-3-030-00761-4_11,
Heterogeneous Systems Testing Techniques: An Exploratory Survey,0,Ahmad Nauman GhaziKai PetersenJÃ¼rgen BÃ¶rstler,Software Quality. Software and Systems Quality in Distributed and Mobile Environments,2015,,,,,,,,10.1007/978-3-319-13251-8_5,http://link.springer.com/chapter/10.1007/978-3-319-13251-8_5,
The Direwolf Inside You: End User Development for Heterogeneous Web of Things Appliances,0,IstvÃ¡n KorenRalf Klamma,Web Engineering,2016,,,,,,,,10.1007/978-3-319-38791-8_35,http://link.springer.com/chapter/10.1007/978-3-319-38791-8_35,
App Update Patterns: How Developers Act on User Reviews in Mobile App Stores,0,Shance WangZhongjie WangXiaofei XuQuan Z. Sheng,Service-Oriented Computing,2017,,,,,,,,10.1007/978-3-319-69035-3_9,http://link.springer.com/chapter/10.1007/978-3-319-69035-3_9,
Universal OWL Axiom Enrichment for Large Knowledge Bases,0,Lorenz BÃ¼hmannJens Lehmann,Knowledge Engineering and Knowledge Management,2012,,,,,,,,10.1007/978-3-642-33876-2_8,http://link.springer.com/chapter/10.1007/978-3-642-33876-2_8,
Lessons Learned in a Journey Toward Correct-by-Construction Model-Based Development,0,Laura BaracchiSilvia MazziniStefano PuriTullio Vardanega,Reliable Software Technologies â€“ Ada-Europe 2016,2016,,,,,,,,10.1007/978-3-319-39083-3_8,http://link.springer.com/chapter/10.1007/978-3-319-39083-3_8,
Open Source Cloud Platform for Academic Systems Monitoring Software,0,RubÃ©n NogalesPaul TandazoFranklin MayorgaDavid GuevaraJavier Vargas,Applied Technologies,2020,,,,,,,,10.1007/978-3-030-42517-3_34,http://link.springer.com/chapter/10.1007/978-3-030-42517-3_34,
Problem-Oriented Requirements in Practice â€“ A Case Study,0,Soren Lauesen,Requirements Engineering: Foundation for Software Quality,2018,,,,,,,,10.1007/978-3-319-77243-1_1,http://link.springer.com/chapter/10.1007/978-3-319-77243-1_1,
The Development of Data Collectors in Open-Source System for Energy Efficiency Assessment,0,Daniel AtongeVladimir IvanovArtem KruglovIlya KhomyakovAndrey SadovykhDragos StrugarGiancarlo SucciXavier Zelada VasquezEvgeny Zouev,Open Source Systems,2020,,,,,,,,10.1007/978-3-030-47240-5_2,http://link.springer.com/chapter/10.1007/978-3-030-47240-5_2,
Value Switch for a Digital World: The BPM-DÂ® Application,0,Mathias KirchmerPeter FranzRakesh Gusain,Business Modeling and Software Design,2018,,,,,,,,10.1007/978-3-319-78428-1_8,http://link.springer.com/chapter/10.1007/978-3-319-78428-1_8,
Using Tags to Support Feature Management Across Issue Tracking Systems and Version Control Systems,0,Marcus SeilerBarbara Paech,Requirements Engineering: Foundation for Software Quality,2017,,,,,,,,10.1007/978-3-319-54045-0_13,http://link.springer.com/chapter/10.1007/978-3-319-54045-0_13,
Using Scrum to Develop a Formal Model â€“ An Experience Report,0,Terhi KilamoValentina LenarduzziTuukka AhoniemiAri JaaksiJurka RahikkalaTommi Mikkonen,,2020,,,,,,,,10.1007/978-3-030-47240-5_14, ,
Establishing the State of the Art of Frameworks Methods and Methodologies Focused on Lightening Software Process: A Systematic Literature Review,0,Vladimir IvanovSergey MasyaginAlan RogersGiancarlo SucciAlexander TormasovJooyong YiVasily Zorin, ,2020,,,,,,,,10.1007/978-3-030-14687-0_11, ,
A Real-Time Architecture for Proactive Decision Making in Manufacturing Enterprises,0,Alexandros BousdekisNikos PapageorgiouBabis MagoutasDimitris ApostolouGregoris Mentzas,On the Move to Meaningful Internet Systems: OTM 2015 Workshops,2015,,,,,,,,10.1007/978-3-319-26138-6_17,http://link.springer.com/chapter/10.1007/978-3-319-26138-6_17,
Bounded Seas,0,Jan KurÅ¡Mircea LunguOscar Nierstrasz,Software Language Engineering,2014,,,,,,,,10.1007/978-3-319-11245-9_4,http://link.springer.com/chapter/10.1007/978-3-319-11245-9_4,
The Moldable Debugger: A Framework for Developing Domain-Specific Debuggers,0,Andrei ChiÅŸTudor GÃ®rbaOscar Nierstrasz,Software Language Engineering,2014,,,,,,,,10.1007/978-3-319-11245-9_6,http://link.springer.com/chapter/10.1007/978-3-319-11245-9_6,
An Analysis of Automated Technical Debt Measurement,0,Ilya KhomyakovZufar MakhmutovRuzilya MirgalimovaAlberto Sillitti,Enterprise Information Systems,2020,,,,,,,,10.1007/978-3-030-40783-4_12,http://link.springer.com/chapter/10.1007/978-3-030-40783-4_12,
A Multi-case Study Analysis of Software Process Improvement in Very Small Companies Using ISO/IEC 29110,0,Claude Y. LaporteRory V. Oâ€™Connor,"Systems, Software and Services Process Improvement",2016,,,,,,,,10.1007/978-3-319-44817-6_3,http://link.springer.com/chapter/10.1007/978-3-319-44817-6_3,
YASQLT â€“ Yet Another SQL Tutor,0,Ilia BiderDavid Rogers,Advances in Conceptual Modeling,2016,,,,,,,,10.1007/978-3-319-47717-6_17,http://link.springer.com/chapter/10.1007/978-3-319-47717-6_17,
Making Runtime Data Useful for Incident Diagnosis: An Experience Report,0,Florian LautenschlagerMarcus Ciolkowski,Product-Focused Software Process Improvement,2018,,,,,,,,10.1007/978-3-030-03673-7_33,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_33,
Requirements Management with Semantic Technology: An Empirical Study on Automated Requirements Categorization and Conflict Analysis,0,Thomas MoserDietmar WinklerMatthias HeindlStefan Biffl,Advanced Information Systems Engineering,2011,,,,,,,,10.1007/978-3-642-21640-4_3,http://link.springer.com/chapter/10.1007/978-3-642-21640-4_3,
Challenges of Structured Reuse Adoption â€” Lessons Learned,0,Veronika Bauer,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_3,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_3,
Incorporating Data Concerns into Query Languages for Data Services,0,Muhammad Intizar AliReinhard PichlerHong-Linh TruongSchahram Dustdar,Enterprise Information Systems,2012,,,,,,,,10.1007/978-3-642-29958-2_9,http://link.springer.com/chapter/10.1007/978-3-642-29958-2_9,
NORT: Runtime Anomaly-Based Monitoring of Malicious Behavior for Windows,0,Narcisa Andreea MileaSiau Cheng KhooDavid LoCristian Pop,Runtime Verification,2012,,,,,,,,10.1007/978-3-642-29860-8_10,http://link.springer.com/chapter/10.1007/978-3-642-29860-8_10,
Evaluating Maintainability of MDA Software Process Models,0,Bruno C. da SilvaRita Suzana Pitangueira MacielFranklin Ramalho,Product-Focused Software Process Improvement,2013,,,,,,,,10.1007/978-3-642-39259-7_17,http://link.springer.com/chapter/10.1007/978-3-642-39259-7_17,
Cyber (In-)security of Industrial Control Systems: A Societal Challenge,0,Eric Luiijf,"Computer Safety, Reliability, and Security",2015,,,,,,,,10.1007/978-3-319-24255-2_2,http://link.springer.com/chapter/10.1007/978-3-319-24255-2_2,
Detection and Classification of Different Botnet C&C Channels,0,Gregory FedynyshynMooi Choo ChuahGang Tan,Autonomic and Trusted Computing,2011,,,,,,,,10.1007/978-3-642-23496-5_17,http://link.springer.com/chapter/10.1007/978-3-642-23496-5_17,
Applications of Pairing-Based Cryptography on Automotive-Grade Microcontrollers,0,Tudor AndreicaBogdan GrozaPal-Stefan Murvay,"Computer Safety, Reliability, and Security",2018,,,,,,,,10.1007/978-3-319-99229-7_28,http://link.springer.com/chapter/10.1007/978-3-319-99229-7_28,
SandPrint: Fingerprinting Malware Sandboxes to Provide Intelligence for Sandbox Evasion,0,Akira YokoyamaKou IshiiRui TanabeYinmin PapaKatsunari YoshiokaTsutomu MatsumotoTakahiro KasamaDaisuke InoueMichael BrengelMichael BackesChristian Rossow,"Research in Attacks, Intrusions, and Defenses",2016,,,,,,,,10.1007/978-3-319-45719-2_8,http://link.springer.com/chapter/10.1007/978-3-319-45719-2_8,
A Competence Framework for Open Educational Resources: The Case of the Public Sector,0,Franziska VoÃŸThomas De FriesSabine MÃ¶bsJan M. PawlowskiCelina RafflJulia Stoffregen,Learning Technology for Education Challenges,2018,,,,,,,,10.1007/978-3-319-95522-3_8,http://link.springer.com/chapter/10.1007/978-3-319-95522-3_8,
Collective Intelligence Utilization Method Based on Implicit Social Network Composition and Evolution in the Scope of Personal Learning Environment,0,Genadijus KulvietisAndrej AfoninDanguole Rutkauskiene,Information and Software Technologies,2013,,,,,,,,10.1007/978-3-642-41947-8_6,http://link.springer.com/chapter/10.1007/978-3-642-41947-8_6,
